Unnamed: 0,timestamp,open,high,low,close,volume,likes,retweets,emotion,emoji
2018-01-02,1514851200,13394.2,15257.53,12910.58,14678.94,16299.66930279,1.9702627939142463,0.7043568464730291,0.4861687413554633,3.231327800829876
2018-01-03,1514937600,14670.96,15500.0,14546.28,15155.62,12275.00119668,1.9398625429553265,1.0761168384879725,0.4546391752577319,3.082817869415808
2018-01-04,1515024000,15155.62,15430.27,14192.37,15143.67,15004.01859256,3.431941431670282,1.209056399132321,0.4707158351409978,3.0704989154013016
2018-01-05,1515110400,15143.67,17200.0,14810.0,16928.0,16248.91467956,2.33438265127667,1.0494928296607204,0.4786638684854844,3.1547743966421824
2018-01-06,1515196800,16927.99,17234.99,16220.0,17149.67,9501.01675546,2.473110959836624,1.708645336963921,0.5071477195371,3.1261629226231
2018-01-07,1515283200,17142.43,17149.97,15707.16,16124.02,8632.81384337,2.339862007567327,0.8871578010238148,0.5001112842198976,3.07522813265079
2018-01-08,1515369600,16173.98,16300.0,13900.0,14999.99,16676.34994239,2.0864912280701757,1.189298245614035,0.4829824561403509,3.053859649122807
2018-01-09,1515456000,14999.99,15367.18,14123.97,14403.51,13913.52469368,2.327101229577228,1.0853966649823144,0.4749873673572511,2.973050362135759
2018-01-10,1515542400,14403.51,14900.0,13412.0,14890.02,18479.01253046,2.073393002441009,0.971358828315704,0.4885272579332791,2.97786818551668
2018-01-11,1515628800,14899.99,14973.07,12800.0,13243.83,19630.07517112,2.060959409594096,0.8581549815498155,0.4614022140221402,2.918081180811808
2018-01-12,1515715200,13249.99,14152.19,12807.27,13781.41,13433.08481363,2.071193486921877,0.8361337259657025,0.4697730815866967,2.934695998614239
2018-01-13,1515801600,13829.28,14619.1,13789.42,14197.78,7488.98701847,3.0917041479260368,1.3950524737631185,0.4737631184407796,3.0402298850574714
2018-01-14,1515888000,14197.78,14365.81,13072.22,13647.99,7588.63558972,2.272727272727273,1.0167216203485634,0.5011775788977861,3.124823363165332
2018-01-15,1515974400,13647.99,14394.36,13429.25,13607.04,9444.63530824,4.439515341020129,1.5227672464334572,0.5229626734414696,3.0945866718780537
2018-01-16,1516060800,13581.66,13607.04,10162.0,11386.34,38789.88308789,20.40504854368932,5.366084142394822,0.6143689320388349,2.9442071197411
2018-01-17,1516147200,11393.97,11794.07,9222.0,11191.35,41356.1897379,3.3858480984087573,1.1877891885791672,0.5739758492269496,3.061731181582214
2018-01-18,1516233600,11199.0,12146.0,10693.0,11247.57,22195.26202056,3.806120863756408,2.9038371912381544,0.5180984930868417,3.110299829112941
2018-01-19,1516320000,11290.9,12050.39,11025.18,11552.0,13203.25567513,2.36199649737303,0.8453590192644483,0.4768826619964973,3.134676007005254
2018-01-20,1516406400,11560.82,13052.12,11515.94,12775.99,10324.05733414,3.1822510822510823,1.1294372294372297,0.5021645021645021,3.2145021645021643
2018-01-21,1516492800,12782.99,12791.88,11100.0,11558.87,11596.44128787,1.5048963789569574,0.6199043498064222,0.5590981553176952,3.3962650876793443
2018-01-22,1516579200,11558.87,11910.78,10028.41,10808.99,17067.72925582,3.1576371897937783,1.104159384830479,0.4785040195735757,3.2780496329954563
2018-01-23,1516665600,10810.0,11409.87,9927.54,10851.82,17250.17614645,2.226296663363066,1.7117608192930294,0.4871159563924678,3.148331681532871
2018-01-24,1516752000,10848.99,11500.0,10488.13,11400.96,11646.79059794,1.4972022382094323,0.6834532374100719,0.4546762589928058,3.1235811350919263
2018-01-25,1516838400,11400.98,11741.82,10868.57,11155.54,10212.92183381,2.9897265948632974,1.0256835128417563,0.4407622203811102,3.0889809444904723
2018-01-26,1516924800,11140.01,11635.0,10263.32,11092.95,15074.66641243,1.7843034434539415,0.6373011711239294,0.4605838140185282,3.0454466002447123
2018-01-27,1517011200,11093.74,11630.47,10815.84,11446.54,10309.80746248,2.7118605184675384,0.7166781371874283,0.4432209222298692,3.1254874971323696
2018-01-28,1517097600,11446.54,11989.15,11360.52,11685.58,9956.09249576,2.4430497443049743,0.8400743840074384,0.4607159460715946,3.294746629474663
2018-01-29,1517184000,11685.58,11820.01,10991.0,11162.62,9996.35689848,2.4683397683397685,0.9445945945945946,0.4268339768339768,3.203861003861004
2018-01-30,1517270400,11162.62,11222.36,9731.2,9971.0,21082.19252764,1.596799173980382,0.6284632593357425,0.4658406470487007,3.172431595250387
2018-01-31,1517356800,9971.0,10324.0,9514.96,10149.0,12743.50947059,2.5341625489861985,0.8347248253535525,0.4005793150451525,3.1777134094394275
2018-02-01,1517443200,10148.99,10187.56,8455.0,8998.99,26356.58883931,3.047239444936522,1.1002361972246826,0.524800708591674,3.095364629465604
2018-02-02,1517529600,9010.87,9096.79,7625.25,8838.83,44406.01982931,2.759787205019779,0.8404037648342655,0.5756377029054699,3.210339653526122
2018-02-03,1517616000,8838.29,9491.2,8170.71,9225.86,16208.37411342,2.4064182194616976,0.7915113871635611,0.5339544513457557,3.390269151138716
2018-02-04,1517702400,9225.31,9350.09,7825.0,8191.0,19110.67246079,2.066423826869509,0.6410970644953932,0.5215341761302764,3.331047782301264
2018-02-05,1517788800,8190.78,8335.56,6600.0,6874.27,46544.42880431,5.42901878914405,1.7288622129436326,0.5835073068893528,3.2267745302713986
2018-02-06,1517875200,6878.65,8150.0,5920.72,7737.37,70961.36965826,2.813638124757846,0.8252615265401008,0.5156915924060441,3.0437814800464937
2018-02-07,1517961600,7737.26,8649.0,7213.8,7588.01,32640.89253754,2.866190159574468,1.1053856382978724,0.5297539893617021,3.2406914893617023
2018-02-08,1518048000,7588.01,8644.36,7565.5,8259.76,22746.39118112,1.992045253668022,0.660597489835602,0.5034470567438571,3.338165105179424
2018-02-09,1518134400,8259.42,8779.62,7753.32,8693.98,18418.11709042,1.745503597122302,0.6359712230215827,0.4588129496402878,3.1140287769784174
2018-02-10,1518220800,8693.98,9090.8,8170.86,8560.0,14670.55870203,1.7624837168910117,0.5349544072948328,0.4834997828918801,3.156969170646982
2018-02-11,1518307200,8560.0,8560.0,7820.0,8067.0,12711.7858457,2.9841664079478423,2.3514436510400496,0.440235951567836,3.201800683017696
2018-02-12,1518393600,8077.25,8995.0,8067.0,8899.0,15071.04029684,2.435041258875456,0.961043945499904,0.4705430819420457,3.176933410094032
2018-02-13,1518480000,8891.2,8951.89,8360.13,8522.99,11374.52415254,3.7863186318631854,1.1303330333033303,0.4324032403240324,3.023042304230423
2018-02-14,1518566400,8504.57,9515.0,8504.57,9490.98,17468.73886593,2.1621969140337987,0.9252387950036738,0.4849375459221161,3.105620867009552
2018-02-15,1518652800,9490.98,10234.0,9350.0,10018.0,21036.3373175,1.844709281329,0.6132177681473456,0.5070422535211268,3.1327193932827737
2018-02-16,1518739200,10011.3,10300.0,9707.51,10196.0,11857.64277513,1.7427039904705182,0.8044470915227317,0.426047250347429,3.1782807226523726
2018-02-17,1518825600,10203.14,11135.83,10053.5,11101.0,14511.16913676,2.6135552913198574,0.7743162901307967,0.4753864447086801,3.2451843043995243
2018-02-18,1518912000,11101.0,11300.0,10153.15,10421.06,17623.07943135,3.678830352827453,1.1164813919768004,0.5,3.4236346060898986
2018-02-19,1518998400,10433.68,11262.48,10307.51,11173.0,11698.25622611,1.6139375801624627,0.7165455322787516,0.4279606669516888,3.240487387772552
2018-02-20,1519084800,11159.12,11780.0,11080.37,11233.41,15880.9090398,2.3176537802323365,0.7935631308322224,0.4532470005713197,3.2477623309845742
2018-02-21,1519171200,11233.42,11275.74,10256.0,10449.4,19959.67715652,1.7850090670965142,0.5480556115252871,0.46665323393109,3.2131775136006446
2018-02-22,1519257600,10446.79,10935.0,9731.2,9843.34,20204.69095384,1.5613234455219624,0.5752044114850732,0.4681498383723141,3.420802433922799
2018-02-23,1519344000,9843.33,10405.3,9600.0,10166.1,16044.03930333,1.2784139100932994,0.5608566581849025,0.4550466497031382,3.4868532654792195
2018-02-24,1519430400,10135.2,10540.63,9373.48,9689.99,13972.71472351,3.3030804902285524,1.1464060947333554,0.4730043060616098,3.218615435574693
2018-02-25,1519516800,9688.26,9883.41,9260.0,9590.04,11037.17695269,4.876654182272159,1.6614232209737827,0.4846441947565543,3.3652933832709118
2018-02-26,1519603200,9595.99,10461.97,9376.34,10324.7,16156.80505618,1.933843291296258,0.723589001447178,0.445110605747364,3.200951002687616
2018-02-27,1519689600,10329.99,10850.0,10150.0,10566.3,10408.47993775,3.0582732410836093,1.1736503605534985,0.4164880140323523,3.127850321574742
2018-02-28,1519776000,10572.49,11064.75,10255.07,10314.9,10490.74905816,2.9129184637502568,0.9431094680632574,0.4592318751283631,3.181556787841446
2018-03-01,1519862400,10314.99,11090.0,10223.41,10903.13,9481.66514611,1.586082910321489,0.5537225042301185,0.4376057529610829,3.163071065989848
2018-03-02,1519948800,10917.37,11175.0,10774.01,11029.99,8329.09790086,1.690081731831235,0.5893527722553568,0.4548265959796775,3.087696045946543
2018-03-03,1520035200,11032.81,11503.24,11022.85,11445.0,7786.26753951,2.228542407313357,1.1762315896394109,0.4497206703910614,3.232351447435246
2018-03-04,1520121600,11445.0,11511.0,11054.91,11463.27,6831.63070279,1.1867800329127811,0.4670872188699945,0.4769610532089962,3.515907844212836
2018-03-05,1520208000,11479.68,11688.0,11383.66,11419.24,9933.67623336,2.197192513368984,1.1740196078431373,0.4685828877005347,3.2406417112299466
2018-03-06,1520294400,11417.39,11420.01,10560.19,10723.76,14734.41949313,2.2238558707807,0.7287223027541934,0.4582729343549389,3.1669082625802445
2018-03-07,1520380800,10723.01,10911.78,9450.0,9913.03,26116.51184803,13.336750483558994,3.306189555125725,0.4481624758220502,3.148549323017408
2018-03-08,1520467200,9904.52,10150.0,9078.95,9285.32,22522.42746991,1.898339003402041,0.7928757254352612,0.4766860116069641,3.2663598158895337
2018-03-09,1520553600,9293.06,9420.39,8366.0,9230.0,29014.16684454,2.379535262943335,0.9145943742356298,0.556461475743987,3.1375866286180187
2018-03-10,1520640000,9228.83,9514.96,8697.0,8791.47,12886.58857926,1.9804607757363664,0.7675707203266259,0.5339749198016914,3.186934966462525
2018-03-11,1520726400,8795.04,9768.37,8450.0,9535.04,16407.54237557,2.9451594851706773,0.8284834918858421,0.5299384443200895,3.1916620033575827
2018-03-12,1520812800,9535.04,9892.0,8742.07,9120.75,18751.02057959,2.7212971078001758,1.5129272567922876,0.43908851884312,3.1925942156003506
2018-03-13,1520899200,9115.24,9482.79,8830.0,9142.32,16001.47534639,1.6130749574105625,0.5930579216354344,0.4352640545144804,3.0924190800681437
2018-03-14,1520985600,9152.07,9356.14,7948.0,8196.69,21191.0231358,2.05,0.7291015625,0.4513671875,3.1580078125
2018-03-15,1521072000,8195.99,8425.0,7682.0,8265.05,18387.61138793,2.4800637958532694,0.8145933014354066,0.44896331738437,3.251196172248804
2018-03-16,1521158400,8265.05,8613.06,7914.08,8258.54,16498.62433531,2.477596314907873,1.351968174204355,0.4461892797319933,3.3819095477386933
2018-03-17,1521244800,8258.54,8356.4,7730.23,7860.83,12048.6688914,1.900281257990284,0.8458194835080542,0.4627972385579136,3.340322168243416
2018-03-18,1521331200,7860.83,8324.92,7325.37,8188.24,19547.36114711,3.29662261380323,0.9848262359275576,0.5570239843367597,3.359520313264807
2018-03-19,1521417600,8205.55,8718.74,8114.17,8596.93,19396.08835883,2.0677255680564746,0.9097727774101037,0.4747407897639532,3.319214648135892
2018-03-20,1521504000,8596.79,9051.0,8313.01,8904.02,13454.8222604,2.83812472357364,1.2494471472799646,0.4575409111012826,3.34984520123839
2018-03-21,1521590400,8904.02,9188.1,8754.83,8893.79,12100.99713332,1.657481162540366,0.8286329386437029,0.483745963401507,3.46286329386437
2018-03-22,1521676800,8892.18,9099.59,8503.52,8704.67,12587.63392229,2.003722661703118,1.0504885993485342,0.4613773848301535,3.412052117263844
2018-03-23,1521763200,8708.52,8920.79,8265.0,8920.79,13749.78486097,1.945697796432319,0.6731374606505771,0.4514690451206715,3.4475341028331585
2018-03-24,1521849600,8917.99,9020.0,8505.0,8547.0,9731.98236841,1.81284834262247,0.5934291581108829,0.4793194485186272,3.5233206218832502
2018-03-25,1521936000,8541.96,8680.0,8368.63,8453.9,9155.91214778,2.64742951907131,1.3850746268656715,0.5008291873963516,3.4477611940298507
2018-03-26,1522022400,8451.12,8500.0,7831.15,8149.66,17693.4153393,1.6963645673323091,0.6533538146441372,0.5578597030209933,3.461085509472606
2018-03-27,1522108800,8152.26,8211.62,7742.11,7791.7,12385.25028422,2.07400858802728,0.9555443293761052,0.4882546097499368,3.4203081586259154
2018-03-28,1522195200,7791.69,8104.98,7723.03,7932.41,8437.64467971,1.8107721639656813,0.9492373689227837,0.415395614871306,3.393946615824595
2018-03-29,1522281600,7932.41,7968.0,6914.53,7088.38,22138.11413228,1.8598425196850397,0.5489313835770528,0.5077615298087739,3.292238470191226
2018-03-30,1522368000,7086.14,7302.35,6550.0,6850.0,29101.44802706,2.871291866028708,0.8966507177033493,0.5655502392344498,3.4677033492822966
2018-03-31,1522454400,6839.63,7231.73,6794.26,6928.62,11579.59705718,2.183838990687894,0.7512766596575549,0.5121658155602283,3.5539200961249624
2018-04-01,1522540800,6926.5,7045.71,6427.16,6813.52,18046.94087395,2.314197530864197,0.9700617283950618,0.5219135802469136,3.504320987654321
2018-04-02,1522627200,6816.31,7106.5,6759.96,7052.76,13624.16035566,1.865651709401709,0.7526709401709402,0.5042735042735043,3.403044871794872
2018-04-03,1522713600,7052.75,7506.84,7001.28,7416.27,16089.54162903,3.007977354606279,1.1464230571281524,0.5571281523417396,3.2774060730828616
2018-04-04,1522800000,7415.53,7430.0,6710.38,6799.95,15779.20246661,2.127829560585885,0.8708388814913449,0.5174434087882823,3.4647137150466047
2018-04-05,1522886400,6799.37,6928.7,6578.95,6771.69,11894.53597807,2.693511156706848,1.0256476019492178,0.5229546037445499,3.418825339830726
2018-04-06,1522972800,6771.3,6850.0,6510.0,6618.33,8478.41806897,1.6022372528616025,0.5772632674297606,0.4555150884495317,3.308012486992716
2018-04-07,1523059200,6627.7,7069.13,6600.99,6904.9,7683.0416526,1.687190594059406,0.7478341584158416,0.4631806930693069,3.391398514851485
2018-04-08,1523145600,6904.21,7104.52,6894.8,7027.26,4352.69794202,2.70635146681857,0.9903161492452291,0.5471375676445457,3.3409285103958988
2018-04-09,1523232000,7027.26,7175.83,6611.49,6780.1,10103.91621615,1.9449260581336048,0.918918918918919,0.5489546149923509,3.458694543600204
2018-04-10,1523318400,6782.39,6900.0,6653.21,6835.67,6480.19276418,1.8381690845422711,0.580040020010005,0.4992496248124062,3.2621310655327664
2018-04-11,1523404800,6824.75,6984.92,6809.26,6940.94,5825.41064556,2.321410579345088,1.067506297229219,0.4430730478589421,3.323425692695214
2018-04-12,1523491200,6940.94,8069.34,6758.45,7923.78,19033.3803344,2.426299045599152,0.7737009544008484,0.5043478260869565,3.2519618239660657
2018-04-13,1523577600,7923.78,8239.33,7753.32,7896.92,19605.94275077,1.862905053251756,0.6313165646952187,0.4643099932019034,3.3639247677317017
2018-04-14,1523664000,7885.9,8232.14,7835.0,8000.41,8935.53071477,1.5341169724770642,0.6651376146788991,0.474197247706422,3.5240825688073394
2018-04-15,1523750400,8003.39,8417.0,8001.23,8354.22,7542.84081564,3.2785138248847927,1.2641129032258065,0.4674539170506912,3.521601382488479
2018-04-16,1523836800,8353.43,8424.99,7905.0,8048.15,10866.60295749,2.194663278271918,1.1344345616264295,0.4592121982210927,3.2569250317662006
2018-04-17,1523923200,8054.68,8160.85,7806.81,7890.87,9277.15121538,1.718259989883662,0.6115326251896813,0.4205867475973697,3.295649974709155
2018-04-18,1524009600,7890.87,8235.0,7870.35,8172.84,9227.20459808,2.0482466462697104,0.7413509060955519,0.4292774770534243,3.190397740644858
2018-04-19,1524096000,8172.83,8297.99,8074.44,8271.31,9436.84632763,2.2453838678328477,0.8051506316812439,0.4511661807580175,3.271622934888241
2018-04-20,1524182400,8273.0,8934.0,8216.9,8861.0,16059.62267134,2.5206896551724136,0.8559113300492611,0.516256157635468,3.263054187192118
2018-04-21,1524268800,8865.78,9023.4,8608.0,8920.71,15336.30792743,3.174765807962529,1.2464871194379392,0.4997072599531616,3.3199648711943794
2018-04-22,1524355200,8924.93,9036.52,8760.0,8789.96,9346.45175925,5.12420566146736,1.6571346042749855,0.4945118428653957,3.374638937030618
2018-04-23,1524441600,8781.7,9006.39,8771.22,8946.95,10286.1177149,2.3779337043309945,0.8903943866440842,0.4856036777159448,3.320590370191145
2018-04-24,1524528000,8942.0,9737.16,8930.0,9648.0,20460.50898304,2.1325552313463945,0.7155064610254273,0.4676948728636932,3.338891204668612
2018-04-25,1524614400,9648.36,9755.53,8751.0,8864.99,33035.90404482,2.285614849187935,0.660092807424594,0.5134570765661253,3.211368909512761
2018-04-26,1524700800,8855.07,9326.79,8647.29,9274.48,20042.96970211,1.9908972691807545,0.7029908972691807,0.4699609882964889,3.341222366710013
2018-04-27,1524787200,9277.32,9387.82,8901.09,8921.43,11375.51437547,2.551556698086261,0.8866038274778635,0.5181376749500143,3.1856612396458157
2018-04-28,1524873600,8916.54,9442.34,8854.47,9345.11,15558.40230193,2.53979840111227,0.7970107751129649,0.4761904761904761,3.224191866527633
2018-04-29,1524960000,9352.97,9538.75,9180.0,9393.99,10940.71803063,1.3594536304816678,0.4252336448598131,0.5546369518332135,3.335729690869878
2018-04-30,1525046400,9396.32,9443.96,9111.0,9242.17,8085.68829456,2.0945698596705307,0.7724222086638194,0.4942037827943868,3.1967663209273947
2018-05-01,1525132800,9243.51,9249.99,8815.91,9066.9,12138.2639605,2.3809938971229294,0.7271142109851787,0.4905550712002325,3.1981981981981984
2018-05-02,1525219200,9066.9,9259.16,8975.23,9222.0,10575.17497792,3.410144532315244,1.2637032997000273,0.4813198800109081,3.2937005726752115
2018-05-03,1525305600,9220.0,9799.99,9165.19,9732.43,11670.79957863,2.489690721649485,0.8244845360824742,0.5304123711340206,3.2425257731958763
2018-05-04,1525392000,9737.0,9784.73,9527.38,9696.57,7326.05207111,2.736577181208053,1.2287472035794182,0.5050335570469798,3.1582774049217
2018-05-05,1525478400,9689.0,9948.98,9670.68,9823.28,7403.10502352,3.468759342301943,0.8804185351270553,0.5121076233183857,3.161136023916293
2018-05-06,1525564800,9827.04,9918.41,9375.0,9623.54,8155.5768566,2.179308050565536,0.571523619427811,0.5964737192282102,3.3097139055222886
2018-05-07,1525651200,9621.99,9634.5,9175.0,9359.52,13616.3485933,7.487836777399948,2.0491760397593515,0.5445984828668585,3.130787339785509
2018-05-08,1525737600,9356.79,9450.0,9015.0,9167.69,11418.31053651,2.2045283018867923,0.6865408805031447,0.5255345911949686,3.120251572327044
2018-05-09,1525824000,9181.52,9368.79,8974.62,9308.49,11368.83432539,3.310479375696767,1.246098104793757,0.5457079152731327,3.178929765886288
2018-05-10,1525910400,9308.49,9393.0,8987.74,9020.99,11764.9775057,2.3624161073825505,1.04586129753915,0.5033557046979866,3.3235458612975397
2018-05-11,1525996800,9007.19,9018.38,8351.0,8411.42,20383.92660992,2.1512714063310847,0.7457187337830825,0.5454073689673067,3.19901401141671
2018-05-12,1526083200,8408.79,8652.8,8208.81,8481.6,15464.92940302,1.957867858282796,0.6520906479412704,0.5502713054580275,3.225023938716885
2018-05-13,1526169600,8481.72,8775.9,8335.56,8696.58,9835.22450915,2.338731443994602,0.8090418353576249,0.5074224021592443,3.4156545209176787
2018-05-14,1526256000,8696.54,8900.9,8286.57,8674.36,18861.93709627,2.7098154586787917,1.1807970045466702,0.534100026745119,3.397432468574485
2018-05-15,1526342400,8674.53,8865.0,8400.0,8474.99,12391.83198691,2.047144396551724,0.5193965517241379,0.4865301724137931,3.1982758620689653
2018-05-16,1526428800,8481.99,8505.33,8100.01,8346.59,12705.12321984,1.784496537027171,0.7456046883324454,0.4829515183803942,3.095098561534363
2018-05-17,1526515200,8337.77,8500.0,7980.0,8067.03,8259.12452442,1.9492344883158743,0.6432984152565135,0.5224281493419286,3.254364759602471
2018-05-18,1526601600,8058.16,8275.1,7929.53,8248.87,7181.20388348,2.807900432900433,1.264339826839827,0.5083874458874459,3.33198051948052
2018-05-19,1526688000,8248.99,8395.0,8141.08,8231.2,3784.07576637,2.385511467054969,0.7568256279577721,0.5515107389879869,3.478704040771751
2018-05-20,1526774400,8225.55,8590.0,8170.71,8518.48,5314.99889979,3.1398945518453427,3.3033391915641475,0.5370826010544816,3.557469244288225
2018-05-21,1526860800,8518.64,8589.1,8320.0,8391.76,6126.97105348,2.367088607594937,0.8396624472573839,0.5572634116937915,3.361663652802893
2018-05-22,1526947200,8403.23,8417.65,7951.41,7984.08,9101.06078693,2.475892624446182,0.8498827208756842,0.5191555903049258,3.325775345321866
2018-05-23,1527033600,7983.98,8032.01,7435.49,7502.89,17635.90129337,1.98367548849864,0.495424189957952,0.5599802127133316,3.332179074944348
2018-05-24,1527120000,7509.99,7733.99,7267.24,7586.88,11648.36524358,2.335526315789474,0.7255263157894737,0.5257894736842105,3.182894736842105
2018-05-25,1527206400,7579.3,7661.07,7328.13,7471.18,10088.84331121,2.60231425091352,0.991169305724726,0.5803897685749086,3.3206455542021924
2018-05-26,1527292800,7459.21,7622.87,7276.04,7335.99,4043.55765023,1.826556315221303,0.5926592299388269,0.5246491543720763,3.4077006117308386
2018-05-27,1527379200,7335.99,7412.57,7213.09,7347.39,3144.45110906,4.091358024691358,1.0670194003527338,0.5544973544973545,3.3248677248677247
2018-05-28,1527465600,7348.64,7445.0,7084.99,7112.5,6583.63252959,2.713407134071341,0.732779827798278,0.5719557195571956,3.2506150061500616
2018-05-29,1527552000,7112.2,7537.0,7026.9,7469.45,11049.92099287,2.7568274259151657,0.778617083091226,0.5554909936083672,3.242300987797792
2018-05-30,1527638400,7469.45,7559.0,7273.89,7375.73,8940.4540053,1.6708627571384709,0.5164261590420632,0.5726128338962235,3.221369358305189
2018-05-31,1527724800,7375.64,7601.23,7330.22,7492.28,7339.00726931,2.227598566308244,0.6320191158900836,0.526284348864994,3.1669653524492234
2018-06-01,1527811200,7492.28,7620.01,7348.45,7511.6,6762.6275727,3.2842227378190256,1.1116589327146171,0.5458236658932715,3.198085846867749
2018-06-02,1527897600,7511.72,7700.0,7438.92,7642.0,4012.16875521,2.7827768014059755,0.9968365553602812,0.5261862917398945,3.3328646748681896
2018-06-03,1527984000,7642.0,7790.69,7581.03,7703.67,4729.21008365,1.7471184072651065,0.558505064617534,0.483059727558505,3.265805099545931
2018-06-04,1528070400,7712.97,7764.44,7449.68,7488.26,6990.5513527,2.268195718654434,0.7614678899082569,0.536085626911315,3.236697247706422
2018-06-05,1528156800,7494.99,7685.0,7360.0,7617.98,9968.45508961,1.7101533121203356,0.5177899913219555,0.5070870697136245,3.169511136823836
2018-06-06,1528243200,7617.98,7695.46,7482.61,7658.57,7058.05577232,2.055587724377533,0.7015055008685582,0.5231615518239722,3.200926462072959
2018-06-07,1528329600,7658.99,7750.0,7618.99,7689.28,7545.00925066,2.072849709213345,0.6776859504132231,0.5445362718089991,3.2372206917661464
2018-06-08,1528416000,7676.41,7697.0,7542.0,7618.11,4676.55832777,1.3614609571788414,0.4675692695214106,0.5327455919395466,3.309823677581864
2018-06-09,1528502400,7618.11,7686.45,7468.31,7492.7,2713.78104511,2.793916349809886,1.1669201520912549,0.5418250950570342,3.367680608365019
2018-06-10,1528588800,7498.0,7498.0,6627.7,6781.17,14392.69540615,4.427586206896552,1.3172413793103448,0.6344827586206897,3.1758620689655173
2018-06-11,1528675200,6781.17,6919.97,6634.86,6880.61,11409.52423218,2.306122448979592,0.6678302900107411,0.5612244897959183,3.0988184747583243
2018-06-12,1528761600,6880.76,6880.76,6461.42,6557.67,8827.5994997,1.946969696969697,0.536969696969697,0.546969696969697,3.250909090909091
2018-06-13,1528848000,6557.66,6624.45,6120.0,6307.4,19190.50457858,2.677621283255086,0.7146583202921231,0.5907668231611893,3.343505477308294
2018-06-14,1528934400,6308.49,6708.1,6270.69,6646.1,14185.83821156,2.9321600908316774,0.7666761282997445,0.5078058472892422,3.206358217428328
2018-06-15,1529020800,6638.8,6666.66,6370.0,6390.6,7132.20678871,2.4234505862646567,0.8130653266331658,0.5142378559463987,3.45929648241206
2018-06-16,1529107200,6390.6,6557.81,6333.63,6487.92,3553.69972603,2.3060109289617485,0.6334594367381252,0.5287936107608239,3.433795712484237
2018-06-17,1529193600,6487.92,6575.35,6429.23,6453.41,2828.75680848,2.378815080789946,0.5843806104129264,0.5166068222621185,3.3061041292639137
2018-06-18,1529280000,6451.03,6793.0,6381.25,6707.5,5940.1743975,2.5704500978473583,0.9168297455968688,0.5185909980430529,3.233529028049576
2018-06-19,1529366400,6711.3,6841.81,6660.21,6736.52,5443.67979628,2.052596975673899,0.6117685733070348,0.5069033530571992,3.175871137409599
2018-06-20,1529452800,6728.44,6809.26,6558.95,6756.58,5193.76884592,2.291861240827218,0.7398265510340227,0.5290193462308206,3.2515010006671115
2018-06-21,1529539200,6756.6,6792.2,6677.85,6718.33,4837.32442832,2.1405071967100757,0.7786154900616861,0.5246744345442084,3.22960932145305
2018-06-22,1529625600,6718.33,6737.97,5940.0,6050.45,18544.14405465,3.0906914097575577,1.2382520203531877,0.5830589643819216,3.161927566596827
2018-06-23,1529712000,6055.17,6261.0,6048.54,6177.38,4585.87147205,2.6000788022064616,0.7379826635145784,0.5713159968479118,3.311268715524035
2018-06-24,1529798400,6169.91,6255.05,5780.0,6153.4,11423.59392896,2.4688549048862365,0.6669153301007087,0.6303618052965312,3.29727713539724
